# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.129524350166320801e-01 6.167539358139038086e-01 0.000000000000000000e+00 1.413316093385219574e-02 7.129524350166320801e-01 6.167539358139038086e-01 0.000000000000000000e+00 1.413316093385219574e-02
1.000000000000000000e+03 1.156562119722366333e-01 2.096133083105087280e-01 1.636354811489582062e-02 3.063532151281833649e-02 1.156562119722366333e-01 2.096133083105087280e-01 1.636354811489582062e-02 3.063532151281833649e-02
2.000000000000000000e+03 5.660735443234443665e-02 1.265013962984085083e-01 5.211155861616134644e-03 1.860928349196910858e-02 5.660735443234443665e-02 1.265013962984085083e-01 5.211155861616134644e-03 1.860928349196910858e-02
3.000000000000000000e+03 2.514001168310642242e-02 1.091933026909828186e-01 1.881348318420350552e-03 6.878179498016834259e-03 2.514001168310642242e-02 1.091933026909828186e-01 1.881348318420350552e-03 6.878179498016834259e-03
4.000000000000000000e+03 2.145600877702236176e-02 1.215490028262138367e-01 3.988287062384188175e-04 5.507242400199174881e-03 2.145600877702236176e-02 1.215490028262138367e-01 3.988287062384188175e-04 5.507242400199174881e-03
5.000000000000000000e+03 1.193338260054588318e-02 2.654814161360263824e-02 2.774577005766332150e-04 7.875656010583043098e-04 1.193338260054588318e-02 2.654814161360263824e-02 2.774577005766332150e-04 7.875656010583043098e-04
6.000000000000000000e+03 1.299549639225006104e-02 1.816498488187789917e-02 3.167113754898309708e-04 3.167569870129227638e-03 1.299549639225006104e-02 1.816498488187789917e-02 3.167113754898309708e-04 3.167569870129227638e-03
7.000000000000000000e+03 8.270898833870887756e-03 2.918221801519393921e-02 5.757930921390652657e-04 4.467563237994909286e-03 8.270898833870887756e-03 2.918221801519393921e-02 5.757930921390652657e-04 4.467563237994909286e-03
8.000000000000000000e+03 1.044201385229825974e-02 1.820928975939750671e-02 2.151502558263018727e-04 3.949498757719993591e-03 1.044201385229825974e-02 1.820928975939750671e-02 2.151502558263018727e-04 3.949498757719993591e-03
9.000000000000000000e+03 7.462995592504739761e-03 1.737195625901222229e-02 1.844346697907894850e-04 4.050785209983587265e-03 7.462995592504739761e-03 1.737195625901222229e-02 1.844346697907894850e-04 4.050785209983587265e-03
1.000000000000000000e+04 1.357149053364992142e-02 9.537366218864917755e-03 1.439814514014869928e-04 2.398332580924034119e-03 1.357149053364992142e-02 9.537366218864917755e-03 1.439814514014869928e-04 2.398332580924034119e-03
1.100000000000000000e+04 6.857397500425577164e-03 1.823845133185386658e-02 2.364274987485259771e-04 3.747983602806925774e-03 6.857397500425577164e-03 1.823845133185386658e-02 2.364274987485259771e-04 3.747983602806925774e-03
1.200000000000000000e+04 6.536196917295455933e-03 1.024886965751647949e-02 5.495848599821329117e-04 4.439205862581729889e-03 6.536196917295455933e-03 1.024886965751647949e-02 5.495848599821329117e-04 4.439205862581729889e-03
1.300000000000000000e+04 9.383543394505977631e-03 1.344571914523839951e-02 2.697072632145136595e-04 6.431746878661215305e-04 9.383543394505977631e-03 1.344571914523839951e-02 2.697072632145136595e-04 6.431746878661215305e-04
1.400000000000000000e+04 6.703376770019531250e-03 1.304591260850429535e-02 3.712282050400972366e-04 1.377054490149021149e-03 6.703376770019531250e-03 1.304591260850429535e-02 3.712282050400972366e-04 1.377054490149021149e-03
1.500000000000000000e+04 6.564750801771879196e-03 1.170483976602554321e-02 1.913492596941068769e-04 1.906653051264584064e-03 6.564750801771879196e-03 1.170483976602554321e-02 1.913492596941068769e-04 1.906653051264584064e-03
1.600000000000000000e+04 6.010278593748807907e-03 2.452064119279384613e-02 1.463074731873348355e-04 5.878514610230922699e-03 6.010278593748807907e-03 2.452064119279384613e-02 1.463074731873348355e-04 5.878514610230922699e-03
1.700000000000000000e+04 8.332283236086368561e-03 1.086069177836179733e-02 1.872156863100826740e-04 6.214131135493516922e-03 8.332283236086368561e-03 1.086069177836179733e-02 1.872156863100826740e-04 6.214131135493516922e-03
1.800000000000000000e+04 6.387597415596246719e-03 1.472555287182331085e-02 1.849503751145675778e-04 1.112555619329214096e-03 6.387597415596246719e-03 1.472555287182331085e-02 1.849503751145675778e-04 1.112555619329214096e-03
1.900000000000000000e+04 7.881687022745609283e-03 1.015809550881385803e-02 2.241040638182312250e-04 3.359265159815549850e-03 7.881687022745609283e-03 1.015809550881385803e-02 2.241040638182312250e-04 3.359265159815549850e-03
2.000000000000000000e+04 7.868267595767974854e-03 1.523074042052030563e-02 2.608002978377044201e-04 6.107711698859930038e-03 7.868267595767974854e-03 1.523074042052030563e-02 2.608002978377044201e-04 6.107711698859930038e-03
2.100000000000000000e+04 6.853786762803792953e-03 9.187563322484493256e-03 4.256742249708622694e-04 8.157033473253250122e-03 6.853786762803792953e-03 9.187563322484493256e-03 4.256742249708622694e-04 8.157033473253250122e-03
2.200000000000000000e+04 5.455843638628721237e-03 1.339718885719776154e-02 2.425239799777045846e-04 3.879858704749494791e-04 5.455843638628721237e-03 1.339718885719776154e-02 2.425239799777045846e-04 3.879858704749494791e-04
2.300000000000000000e+04 5.654633510857820511e-03 1.773626357316970825e-02 3.782853309530764818e-04 6.918462458997964859e-04 5.654633510857820511e-03 1.773626357316970825e-02 3.782853309530764818e-04 6.918462458997964859e-04
2.400000000000000000e+04 5.489263683557510376e-03 7.044611498713493347e-03 1.275875547435134649e-04 7.011374691501259804e-04 5.489263683557510376e-03 7.044611498713493347e-03 1.275875547435134649e-04 7.011374691501259804e-04
2.500000000000000000e+04 5.238282494246959686e-03 1.275793369859457016e-02 3.065274504479020834e-04 4.186361562460660934e-03 5.238282494246959686e-03 1.275793369859457016e-02 3.065274504479020834e-04 4.186361562460660934e-03
2.600000000000000000e+04 6.298478692770004272e-03 9.054113179445266724e-03 2.115212118951603770e-04 4.976951167918741703e-04 6.298478692770004272e-03 9.054113179445266724e-03 2.115212118951603770e-04 4.976951167918741703e-04
2.700000000000000000e+04 6.638703402131795883e-03 8.833042345941066742e-03 2.866279683075845242e-04 2.316853497177362442e-03 6.638703402131795883e-03 8.833042345941066742e-03 2.866279683075845242e-04 2.316853497177362442e-03
2.800000000000000000e+04 7.956824265420436859e-03 1.136272121220827103e-02 5.977870314382016659e-04 4.964472260326147079e-03 7.956824265420436859e-03 1.136272121220827103e-02 5.977870314382016659e-04 4.964472260326147079e-03
2.900000000000000000e+04 5.403775721788406372e-03 1.031793095171451569e-02 1.433011348126456141e-04 1.439708401449024677e-03 5.403775721788406372e-03 1.031793095171451569e-02 1.433011348126456141e-04 1.439708401449024677e-03
3.000000000000000000e+04 6.850221194326877594e-03 9.632280096411705017e-03 3.475437988527119160e-04 4.246444441378116608e-03 6.850221194326877594e-03 9.632280096411705017e-03 3.475437988527119160e-04 4.246444441378116608e-03
3.100000000000000000e+04 5.266328342258930206e-03 1.361581403762102127e-02 2.830236044246703386e-04 3.722133580595254898e-03 5.266328342258930206e-03 1.361581403762102127e-02 2.830236044246703386e-04 3.722133580595254898e-03
3.200000000000000000e+04 4.558366723358631134e-03 6.416685413569211960e-03 1.402048219460994005e-04 3.123931819573044777e-03 4.558366723358631134e-03 6.416685413569211960e-03 1.402048219460994005e-04 3.123931819573044777e-03
3.300000000000000000e+04 6.478968542069196701e-03 4.042765591293573380e-03 1.357415894744917750e-04 7.787705981172621250e-04 6.478968542069196701e-03 4.042765591293573380e-03 1.357415894744917750e-04 7.787705981172621250e-04
3.400000000000000000e+04 6.042996887117624283e-03 6.774802226573228836e-03 1.201199847855605185e-04 2.633305266499519348e-03 6.042996887117624283e-03 6.774802226573228836e-03 1.201199847855605185e-04 2.633305266499519348e-03
3.500000000000000000e+04 4.478623624891042709e-03 1.035889610648155212e-02 1.739401486702263355e-04 4.303064662963151932e-03 4.478623624891042709e-03 1.035889610648155212e-02 1.739401486702263355e-04 4.303064662963151932e-03
3.600000000000000000e+04 3.945992328226566315e-03 1.004451140761375427e-02 1.079797802958637476e-04 9.199936175718903542e-04 3.945992328226566315e-03 1.004451140761375427e-02 1.079797802958637476e-04 9.199936175718903542e-04
3.700000000000000000e+04 5.300834309309720993e-03 8.029841817915439606e-03 2.814600593410432339e-04 9.412589715793728828e-04 5.300834309309720993e-03 8.029841817915439606e-03 2.814600593410432339e-04 9.412589715793728828e-04
3.800000000000000000e+04 5.842482205480337143e-03 9.806570596992969513e-03 3.379124391358345747e-04 2.948374953120946884e-03 5.842482205480337143e-03 9.806570596992969513e-03 3.379124391358345747e-04 2.948374953120946884e-03
3.900000000000000000e+04 5.946779157966375351e-03 1.178736612200737000e-02 8.994240488391369581e-05 1.764701912179589272e-03 5.946779157966375351e-03 1.178736612200737000e-02 8.994240488391369581e-05 1.764701912179589272e-03
4.000000000000000000e+04 4.373959731310606003e-03 5.626843310892581940e-03 4.164167694398202002e-05 5.670960526913404465e-04 4.373959731310606003e-03 5.626843310892581940e-03 4.164167694398202002e-05 5.670960526913404465e-04
4.100000000000000000e+04 5.830361973494291306e-03 1.417878642678260803e-02 7.203477434813976288e-04 8.382428204640746117e-04 5.830361973494291306e-03 1.417878642678260803e-02 7.203477434813976288e-04 8.382428204640746117e-04
4.200000000000000000e+04 4.707395099103450775e-03 6.472082342952489853e-03 3.533223061822354794e-04 1.692014862783253193e-03 4.707395099103450775e-03 6.472082342952489853e-03 3.533223061822354794e-04 1.692014862783253193e-03
4.300000000000000000e+04 4.119218327105045319e-03 9.437934495508670807e-03 3.839581913780421019e-04 2.288420684635639191e-03 4.119218327105045319e-03 9.437934495508670807e-03 3.839581913780421019e-04 2.288420684635639191e-03
4.400000000000000000e+04 5.202009342610836029e-03 1.064068917185068130e-02 2.528341137804090977e-04 2.106531755998730659e-03 5.202009342610836029e-03 1.064068917185068130e-02 2.528341137804090977e-04 2.106531755998730659e-03
4.500000000000000000e+04 5.338835529983043671e-03 8.130098693072795868e-03 3.867146151605993509e-04 6.483776378445327282e-04 5.338835529983043671e-03 8.130098693072795868e-03 3.867146151605993509e-04 6.483776378445327282e-04
4.600000000000000000e+04 4.465811885893344879e-03 8.860164321959018707e-03 2.907024754676967859e-04 5.310714710503816605e-03 4.465811885893344879e-03 8.860164321959018707e-03 2.907024754676967859e-04 5.310714710503816605e-03
4.700000000000000000e+04 4.285371396690607071e-03 4.437162540853023529e-03 1.333677791990339756e-04 1.570900087244808674e-03 4.285371396690607071e-03 4.437162540853023529e-03 1.333677791990339756e-04 1.570900087244808674e-03
4.800000000000000000e+04 5.534439347684383392e-03 7.438125554472208023e-03 4.532160528469830751e-04 4.334011580795049667e-03 5.534439347684383392e-03 7.438125554472208023e-03 4.532160528469830751e-04 4.334011580795049667e-03
4.900000000000000000e+04 4.864343442022800446e-03 5.224209744483232498e-03 1.433604047633707523e-04 3.466742811724543571e-03 4.864343442022800446e-03 5.224209744483232498e-03 1.433604047633707523e-04 3.466742811724543571e-03
5.000000000000000000e+04 3.687258576974272728e-03 9.363260120153427124e-03 1.004115983960218728e-04 2.593451878055930138e-03 3.687258576974272728e-03 9.363260120153427124e-03 1.004115983960218728e-04 2.593451878055930138e-03
5.100000000000000000e+04 3.734103636816143990e-03 7.372497115284204483e-03 1.998363732127472758e-04 8.878982043825089931e-04 3.734103636816143990e-03 7.372497115284204483e-03 1.998363732127472758e-04 8.878982043825089931e-04
5.200000000000000000e+04 4.473661538213491440e-03 6.798726972192525864e-03 3.346835437696427107e-04 4.921289510093629360e-04 4.473661538213491440e-03 6.798726972192525864e-03 3.346835437696427107e-04 4.921289510093629360e-04
5.300000000000000000e+04 4.209091421216726303e-03 8.948388509452342987e-03 1.940358342835679650e-04 8.974333177320659161e-04 4.209091421216726303e-03 8.948388509452342987e-03 1.940358342835679650e-04 8.974333177320659161e-04
5.400000000000000000e+04 4.983579274266958237e-03 6.173781119287014008e-03 1.645445445319637656e-04 4.208422324154525995e-04 4.983579274266958237e-03 6.173781119287014008e-03 1.645445445319637656e-04 4.208422324154525995e-04
5.500000000000000000e+04 3.736630082130432129e-03 9.068886749446392059e-03 2.690082765184342861e-04 1.434564474038779736e-03 3.736630082130432129e-03 9.068886749446392059e-03 2.690082765184342861e-04 1.434564474038779736e-03
5.600000000000000000e+04 3.939428832381963730e-03 7.499096915125846863e-03 2.243917697342112660e-04 7.760826847516000271e-04 3.939428832381963730e-03 7.499096915125846863e-03 2.243917697342112660e-04 7.760826847516000271e-04
5.700000000000000000e+04 3.919214941561222076e-03 7.379766087979078293e-03 2.047214948106557131e-04 2.020617946982383728e-03 3.919214941561222076e-03 7.379766087979078293e-03 2.047214948106557131e-04 2.020617946982383728e-03
5.800000000000000000e+04 6.723505910485982895e-03 1.176543068140745163e-02 4.801196919288486242e-04 7.094972534105181694e-04 6.723505910485982895e-03 1.176543068140745163e-02 4.801196919288486242e-04 7.094972534105181694e-04
5.900000000000000000e+04 4.304671660065650940e-03 4.469213075935840607e-03 1.959770452231168747e-04 1.563821686431765556e-03 4.304671660065650940e-03 4.469213075935840607e-03 1.959770452231168747e-04 1.563821686431765556e-03
6.000000000000000000e+04 4.652291070669889450e-03 9.442160837352275848e-03 2.539008273743093014e-04 9.681198862381279469e-04 4.652291070669889450e-03 9.442160837352275848e-03 2.539008273743093014e-04 9.681198862381279469e-04
6.000000000000000000e+04 4.652291070669889450e-03 9.442160837352275848e-03 2.539008273743093014e-04 9.681198862381279469e-04 4.652291070669889450e-03 9.442160837352275848e-03 2.539008273743093014e-04 9.681198862381279469e-04
6.100000000000000000e+04 2.683716360479593277e-03 3.095545573160052299e-03 1.856776361819356680e-04 3.355476364959031343e-04 2.683716360479593277e-03 3.095545573160052299e-03 1.856776361819356680e-04 3.355476364959031343e-04
6.200000000000000000e+04 2.627626061439514160e-03 3.049052320420742035e-03 1.854933216236531734e-04 3.462374661467038095e-05 2.627626061439514160e-03 3.049052320420742035e-03 1.854933216236531734e-04 3.462374661467038095e-05
6.300000000000000000e+04 2.615591743960976601e-03 2.957481890916824341e-03 1.903802040033042431e-04 1.946771371876820922e-04 2.615591743960976601e-03 2.957481890916824341e-03 1.903802040033042431e-04 1.946771371876820922e-04
6.400000000000000000e+04 2.481176517903804779e-03 3.011344932019710541e-03 1.997060753637924790e-04 7.868393004173412919e-05 2.481176517903804779e-03 3.011344932019710541e-03 1.997060753637924790e-04 7.868393004173412919e-05
6.500000000000000000e+04 2.516821259632706642e-03 3.052378538995981216e-03 1.994771009776741266e-04 2.114533854182809591e-04 2.516821259632706642e-03 3.052378538995981216e-03 1.994771009776741266e-04 2.114533854182809591e-04
6.600000000000000000e+04 2.406282117590308189e-03 2.978998702019453049e-03 1.887919788714498281e-04 3.056107379961758852e-04 2.406282117590308189e-03 2.978998702019453049e-03 1.887919788714498281e-04 3.056107379961758852e-04
6.700000000000000000e+04 2.583856927230954170e-03 2.829080447554588318e-03 1.865878584794700146e-04 2.301961794728413224e-04 2.583856927230954170e-03 2.829080447554588318e-03 1.865878584794700146e-04 2.301961794728413224e-04
6.800000000000000000e+04 2.491366816684603691e-03 2.951902337372303009e-03 1.801385515136644244e-04 1.471248688176274300e-04 2.491366816684603691e-03 2.951902337372303009e-03 1.801385515136644244e-04 1.471248688176274300e-04
6.900000000000000000e+04 2.344869775697588921e-03 2.869684947654604912e-03 1.882617798401042819e-04 1.795090793166309595e-04 2.344869775697588921e-03 2.869684947654604912e-03 1.882617798401042819e-04 1.795090793166309595e-04
7.000000000000000000e+04 2.497004577890038490e-03 2.839771099388599396e-03 1.969961595023050904e-04 9.210865391651168466e-05 2.497004577890038490e-03 2.839771099388599396e-03 1.969961595023050904e-04 9.210865391651168466e-05
7.100000000000000000e+04 2.444305224344134331e-03 2.976775169372558594e-03 1.987447176361456513e-04 1.506666303612291813e-04 2.444305224344134331e-03 2.976775169372558594e-03 1.987447176361456513e-04 1.506666303612291813e-04
7.200000000000000000e+04 2.369027351960539818e-03 2.766599645838141441e-03 1.914248859975486994e-04 8.274266292573884130e-05 2.369027351960539818e-03 2.766599645838141441e-03 1.914248859975486994e-04 8.274266292573884130e-05
7.300000000000000000e+04 2.282196655869483948e-03 2.869969233870506287e-03 1.907210971694439650e-04 1.292533997911959887e-04 2.282196655869483948e-03 2.869969233870506287e-03 1.907210971694439650e-04 1.292533997911959887e-04
7.400000000000000000e+04 2.514763735234737396e-03 2.777455607429146767e-03 1.878037728602066636e-04 1.190628026961348951e-04 2.514763735234737396e-03 2.777455607429146767e-03 1.878037728602066636e-04 1.190628026961348951e-04
7.500000000000000000e+04 2.392458729445934296e-03 2.874606754630804062e-03 1.883029763121157885e-04 6.417703116312623024e-05 2.392458729445934296e-03 2.874606754630804062e-03 1.883029763121157885e-04 6.417703116312623024e-05
7.600000000000000000e+04 2.258943626657128334e-03 2.767052967101335526e-03 1.932984305312857032e-04 4.288684795028530061e-05 2.258943626657128334e-03 2.767052967101335526e-03 1.932984305312857032e-04 4.288684795028530061e-05
7.700000000000000000e+04 2.244088333100080490e-03 2.718935254961252213e-03 1.853524445323273540e-04 2.680907782632857561e-04 2.244088333100080490e-03 2.718935254961252213e-03 1.853524445323273540e-04 2.680907782632857561e-04
