60000 [3.2975e+00]
61000 [3.2943e+00]
62000 [3.2920e+00]
63000 [3.2904e+00]
64000 [3.2890e+00]
65000 [3.2879e+00]
66000 [3.2876e+00]
67000 [3.2869e+00]
68000 [3.2868e+00]
69000 [3.2868e+00]
70000 [3.2868e+00]
71000 [3.2867e+00]
72000 [3.2867e+00]
73000 [3.2868e+00]
74000 [3.2870e+00]
75000 [3.2870e+00]
76000 [3.2872e+00]
77000 [3.2873e+00]
78000 [3.2875e+00]
79000 [3.2876e+00]
80000 [3.2877e+00]
81000 [3.2875e+00]
82000 [3.2873e+00]
83000 [3.2871e+00]
84000 [3.2876e+00]
85000 [3.2872e+00]
86000 [3.2867e+00]
87000 [3.2870e+00]
88000 [3.2872e+00]
89000 [3.2869e+00]
90000 [3.2866e+00]
