0 [5.0000e+00]
1000 [5.2307e+00]
2000 [4.4727e+00]
3000 [3.7239e+00]
4000 [3.4518e+00]
5000 [3.3896e+00]
6000 [3.3602e+00]
7000 [3.3322e+00]
8000 [3.3212e+00]
9000 [3.3170e+00]
10000 [3.3119e+00]
11000 [3.3129e+00]
12000 [3.3075e+00]
13000 [3.3027e+00]
14000 [3.3038e+00]
15000 [3.3045e+00]
16000 [3.3068e+00]
17000 [3.3044e+00]
18000 [3.3046e+00]
19000 [3.3024e+00]
20000 [3.3016e+00]
21000 [3.3033e+00]
22000 [3.3006e+00]
23000 [3.3041e+00]
24000 [3.3044e+00]
25000 [3.2996e+00]
26000 [3.3000e+00]
27000 [3.3004e+00]
28000 [3.3020e+00]
29000 [3.3001e+00]
30000 [3.2998e+00]
31000 [3.2984e+00]
32000 [3.2972e+00]
33000 [3.3003e+00]
34000 [3.2994e+00]
35000 [3.2992e+00]
36000 [3.2968e+00]
37000 [3.3004e+00]
38000 [3.2991e+00]
39000 [3.2984e+00]
40000 [3.2949e+00]
41000 [3.2965e+00]
42000 [3.2977e+00]
43000 [3.2956e+00]
44000 [3.2984e+00]
45000 [3.2971e+00]
46000 [3.2988e+00]
47000 [3.2958e+00]
48000 [3.2972e+00]
49000 [3.2997e+00]
50000 [3.2998e+00]
51000 [3.2983e+00]
52000 [3.3003e+00]
53000 [3.2975e+00]
54000 [3.2995e+00]
55000 [3.2966e+00]
56000 [3.2972e+00]
57000 [3.2971e+00]
58000 [3.2983e+00]
59000 [3.2995e+00]
60000 [3.2975e+00]
