0 [4.0000e+00]
1000 [4.2802e+00]
2000 [3.9328e+00]
3000 [3.5538e+00]
4000 [3.4489e+00]
5000 [3.3653e+00]
6000 [3.3623e+00]
7000 [3.3320e+00]
8000 [3.3196e+00]
9000 [3.3150e+00]
10000 [3.3156e+00]
11000 [3.3099e+00]
12000 [3.3092e+00]
13000 [3.3089e+00]
14000 [3.3053e+00]
15000 [3.3009e+00]
16000 [3.2992e+00]
17000 [3.3021e+00]
18000 [3.2995e+00]
19000 [3.2966e+00]
20000 [3.2982e+00]
21000 [3.3001e+00]
22000 [3.2989e+00]
23000 [3.2992e+00]
24000 [3.2993e+00]
25000 [3.2998e+00]
26000 [3.2978e+00]
27000 [3.2989e+00]
28000 [3.2999e+00]
29000 [3.2991e+00]
30000 [3.2983e+00]
31000 [3.2964e+00]
32000 [3.2959e+00]
33000 [3.2978e+00]
34000 [3.2984e+00]
35000 [3.2971e+00]
36000 [3.2960e+00]
37000 [3.2979e+00]
38000 [3.2968e+00]
39000 [3.2968e+00]
40000 [3.2942e+00]
41000 [3.2927e+00]
42000 [3.2952e+00]
43000 [3.2960e+00]
44000 [3.2955e+00]
45000 [3.2983e+00]
46000 [3.2983e+00]
47000 [3.2966e+00]
48000 [3.2934e+00]
49000 [3.2961e+00]
50000 [3.2940e+00]
51000 [3.2931e+00]
52000 [3.2961e+00]
53000 [3.2943e+00]
54000 [3.2926e+00]
55000 [3.2947e+00]
56000 [3.2916e+00]
57000 [3.2919e+00]
58000 [3.2934e+00]
59000 [3.2950e+00]
60000 [3.2945e+00]
