0 [2.0000e+00]
1000 [2.6826e+00]
2000 [3.0557e+00]
3000 [3.2991e+00]
4000 [3.3847e+00]
5000 [3.4142e+00]
6000 [3.4046e+00]
7000 [3.3771e+00]
8000 [3.3650e+00]
9000 [3.3363e+00]
10000 [3.3247e+00]
11000 [3.3187e+00]
12000 [3.3170e+00]
13000 [3.3153e+00]
14000 [3.3129e+00]
15000 [3.3105e+00]
16000 [3.3052e+00]
17000 [3.3084e+00]
18000 [3.3042e+00]
19000 [3.3070e+00]
20000 [3.3034e+00]
21000 [3.3017e+00]
22000 [3.3012e+00]
23000 [3.3023e+00]
24000 [3.3021e+00]
25000 [3.3055e+00]
26000 [3.3017e+00]
27000 [3.3030e+00]
28000 [3.3024e+00]
29000 [3.3026e+00]
30000 [3.3030e+00]
31000 [3.3013e+00]
32000 [3.3008e+00]
33000 [3.3001e+00]
34000 [3.3021e+00]
35000 [3.3020e+00]
36000 [3.2994e+00]
37000 [3.3018e+00]
38000 [3.2978e+00]
39000 [3.3001e+00]
40000 [3.2975e+00]
41000 [3.3003e+00]
42000 [3.3014e+00]
43000 [3.2979e+00]
44000 [3.2995e+00]
45000 [3.2988e+00]
46000 [3.2996e+00]
47000 [3.2998e+00]
48000 [3.2989e+00]
49000 [3.2990e+00]
50000 [3.2991e+00]
51000 [3.3006e+00]
52000 [3.2978e+00]
53000 [3.2982e+00]
54000 [3.2988e+00]
55000 [3.2961e+00]
56000 [3.2980e+00]
57000 [3.2975e+00]
58000 [3.2983e+00]
59000 [3.2970e+00]
60000 [3.2960e+00]
