# x
1.000000014901161194e-01 4.000000000000000000e+00
5.000000000000000000e-01 4.000000000000000000e+00
8.999999761581420898e-01 4.000000000000000000e+00
1.000000014901161194e-01 4.010000228881835938e+00
5.000000000000000000e-01 4.010000228881835938e+00
8.999999761581420898e-01 4.010000228881835938e+00
1.000000014901161194e-01 4.019999980926513672e+00
5.000000000000000000e-01 4.019999980926513672e+00
8.999999761581420898e-01 4.019999980926513672e+00
1.000000014901161194e-01 4.030000209808349609e+00
5.000000000000000000e-01 4.030000209808349609e+00
8.999999761581420898e-01 4.030000209808349609e+00
1.000000014901161194e-01 4.039999961853027344e+00
5.000000000000000000e-01 4.039999961853027344e+00
8.999999761581420898e-01 4.039999961853027344e+00
1.000000014901161194e-01 4.050000190734863281e+00
5.000000000000000000e-01 4.050000190734863281e+00
8.999999761581420898e-01 4.050000190734863281e+00
1.000000014901161194e-01 4.059999942779541016e+00
5.000000000000000000e-01 4.059999942779541016e+00
8.999999761581420898e-01 4.059999942779541016e+00
1.000000014901161194e-01 4.070000171661376953e+00
5.000000000000000000e-01 4.070000171661376953e+00
8.999999761581420898e-01 4.070000171661376953e+00
1.000000014901161194e-01 4.079999923706054688e+00
5.000000000000000000e-01 4.079999923706054688e+00
8.999999761581420898e-01 4.079999923706054688e+00
1.000000014901161194e-01 4.090000152587890625e+00
5.000000000000000000e-01 4.090000152587890625e+00
8.999999761581420898e-01 4.090000152587890625e+00
1.000000014901161194e-01 4.099999904632568359e+00
5.000000000000000000e-01 4.099999904632568359e+00
8.999999761581420898e-01 4.099999904632568359e+00
1.000000014901161194e-01 4.110000133514404297e+00
5.000000000000000000e-01 4.110000133514404297e+00
8.999999761581420898e-01 4.110000133514404297e+00
1.000000014901161194e-01 4.119999885559082031e+00
5.000000000000000000e-01 4.119999885559082031e+00
8.999999761581420898e-01 4.119999885559082031e+00
1.000000014901161194e-01 4.130000114440917969e+00
5.000000000000000000e-01 4.130000114440917969e+00
8.999999761581420898e-01 4.130000114440917969e+00
1.000000014901161194e-01 4.139999866485595703e+00
5.000000000000000000e-01 4.139999866485595703e+00
8.999999761581420898e-01 4.139999866485595703e+00
1.000000014901161194e-01 4.150000095367431641e+00
5.000000000000000000e-01 4.150000095367431641e+00
8.999999761581420898e-01 4.150000095367431641e+00
1.000000014901161194e-01 4.159999847412109375e+00
5.000000000000000000e-01 4.159999847412109375e+00
8.999999761581420898e-01 4.159999847412109375e+00
1.000000014901161194e-01 4.170000076293945312e+00
5.000000000000000000e-01 4.170000076293945312e+00
8.999999761581420898e-01 4.170000076293945312e+00
1.000000014901161194e-01 4.179999828338623047e+00
5.000000000000000000e-01 4.179999828338623047e+00
8.999999761581420898e-01 4.179999828338623047e+00
1.000000014901161194e-01 4.190000057220458984e+00
5.000000000000000000e-01 4.190000057220458984e+00
8.999999761581420898e-01 4.190000057220458984e+00
1.000000014901161194e-01 4.199999809265136719e+00
5.000000000000000000e-01 4.199999809265136719e+00
8.999999761581420898e-01 4.199999809265136719e+00
1.000000014901161194e-01 4.210000038146972656e+00
5.000000000000000000e-01 4.210000038146972656e+00
8.999999761581420898e-01 4.210000038146972656e+00
1.000000014901161194e-01 4.219999790191650391e+00
5.000000000000000000e-01 4.219999790191650391e+00
8.999999761581420898e-01 4.219999790191650391e+00
1.000000014901161194e-01 4.230000019073486328e+00
5.000000000000000000e-01 4.230000019073486328e+00
8.999999761581420898e-01 4.230000019073486328e+00
